BUILDINGID,gfa,height,x,y
"1108223391",20732.762,61.800,838691.523,821988.806
"1108223466",25601.260,79.300,838719.784,821965.780
"1108224165",111.352,7.600,839069.838,821823.919
"1810170121",552.634,8.000,839384.724,821979.631
"1108222287",29564.228,39.900,837331.153,822228.552
"1108221443",14081.398,89.500,839702.598,822549.951
"1108221390",9481.501,104.300,839823.686,822578.002
"1108220035",1002.893,18.300,838312.038,823481.565
"1108220023",795.257,15.800,838363.227,823503.475
"1108220022",277.130,10.000,838318.641,823507.526
"1108220014",157.051,4.900,838701.103,823521.309
"1108220038",17485.365,27.300,838822.105,823446.652
"1108220030",1543.490,19.800,838326.085,823485.600
"1108220032",289.943,8.900,838365.436,823484.593
"1108220007",593.386,4.800,838698.203,823536.517
"1108219995",19907.334,23.700,838453.429,823541.007
"1108220019",31849.029,70.200,838728.141,823495.235
"1108220024",159.531,7.300,838328.198,823506.944
"1108220104",110.098,5.400,838410.398,823376.783
"1108220166",580.443,10.400,838073.155,823302.126
"1108220123",39912.290,107.600,838423.250,823344.434
"1108220157",21791.560,28.100,838038.734,823286.699
"1108220143",39947.399,107.800,838527.390,823313.521
"1108220224",815.583,6.800,838100.915,823255.461
"1108222879",20447.932,96.800,840146.750,822115.720
"1108221522",138.118,4.000,839869.079,822526.709
"1108221514",9556.064,104.300,839894.006,822525.222
"1108221867",22063.461,103.700,839731.026,822390.860
"1108221863",21414.537,100.600,839773.264,822392.318
"1108221830",23361.314,108.400,839840.490,822406.812
"1108221952",27254.860,128.200,839827.833,822366.806
"1108222068",27254.864,127.200,839815.211,822326.719
"1108222738",20444.242,96.500,840126.127,822150.303
"1108224097",10708.681,27.000,837490.808,821813.979
"1108220228",486.758,9.900,838072.693,823256.758
"1108220468",376.774,15.500,838933.794,823070.229
"1108220409",613.596,14.100,838851.328,823110.394
"1108220441",692.333,16.400,838850.204,823087.628
"1108220464",512.890,17.300,838950.273,823070.710
"1108220513",452.940,17.400,838792.926,823033.278
"1108220551",10119.719,56.200,837544.656,822995.098
"1108220496",11257.535,60.700,837530.811,823038.870
"1108220487",332.677,14.300,838936.603,823057.395
"1108220494",350.903,15.100,838937.521,823051.134
"1108220481",639.215,17.100,838950.767,823056.944
"1108223365",13891.745,91.100,839523.274,822003.705
"1108223478",12777.668,91.000,839530.084,821970.883
"1108223497",13751.063,91.100,839567.602,821964.350
"1108224065",10699.610,18.000,839379.462,821810.283
"1108224131",12866.275,18.500,839269.833,821801.957
"1108220504",273.405,11.600,838938.472,823044.518
"1108220562",4386.839,69.800,838474.784,822998.406
"1108220842",987.433,65.100,838240.016,822825.634
"1108220830",4213.884,68.500,838323.427,822824.928
"1108220541",489.153,12.100,838477.998,823013.866
"1108220501",321.315,13.000,838953.403,823046.208
"1108220792",861.365,16.300,838454.841,822840.388
"1108220532",639.961,12.100,838427.560,823018.125
"1108220534",468.430,12.100,838452.693,823016.418
"1108220557",3413.782,66.300,838437.213,823001.035
"1108220795",1061.205,15.600,838428.476,822838.566
"1108220533",385.935,12.100,838440.824,823017.393
"1108220476",292.014,14.300,838935.708,823063.752
"1108220537",516.095,12.100,838465.184,823015.282
"1108220650",1182.283,16.800,838458.110,822916.550
"1108220590",553.768,17.100,838461.007,822974.669
"1108220614",2079.430,21.500,838478.133,822949.623
"1108220591",309.650,16.700,838479.319,822972.707
"1108220583",2058.395,17.100,838418.946,822965.786
"1108220585",593.444,17.400,838436.132,822976.181
"1108220659",9578.064,103.700,838524.766,822907.057
"1108220693",703.775,15.700,838454.820,822888.502
"1108220670",714.187,18.600,838412.267,822889.714
"1108220675",2426.484,66.800,838470.923,822894.792
"1108220702",2823.264,5.400,837926.394,822875.324
"1108220688",377.740,11.700,838430.258,822890.162
"1108220736",35070.265,64.100,837686.316,822830.771
"1108223129",16051.383,100.300,840213.260,822057.874
"1108223033",20419.560,96.200,840167.494,822080.915
"1108223234",17187.044,100.300,840239.304,822029.506
"1108223238",17701.548,100.300,840184.422,822030.077
"1108223412",227.049,7.700,840175.008,821995.206
"1108223375",12834.788,100.300,840264.064,822003.783
"1108224266",8151.690,23.900,840077.022,821780.476
"1108224568",31537.834,63.800,840468.591,821719.432
"1108224603",15524.286,65.300,840304.479,821723.926
"1108220914",4523.826,58.700,838429.954,822791.978
"1108220906",36183.474,64.600,837611.892,822778.759
"1810087222",1383.105,21.300,838259.801,823000.346
"1108221353",293.018,3.400,837670.005,822592.402
"1108224904",31848.227,63.700,840384.350,821653.922
"1108225132",27158.133,55.900,840446.086,821596.107
"1810087763",364.522,4.100,839448.228,822605.396
"1108220013",1949.859,20.400,838354.888,823516.453
"1108222594",18441.166,50.200,837397.761,822188.798
"1108222747",8181.133,9.100,837276.751,822120.345
"1108223346",557.628,14.300,837360.497,822014.382
"1108225221",374.113,24.900,837463.879,821609.236
"1108225215",312.769,19.300,837415.597,821611.392
"1810166119",30523.481,81.500,838411.377,821830.550
"1810179424",139.455,23.900,838689.729,823448.430
"1810180661",158.914,23.900,838607.960,823267.707
"1810180662",137.211,23.300,838647.317,823350.508
"1108222399",505.908,5.000,837360.906,822231.981
"1108220965",3089.430,60.300,838262.345,822768.235
"1108220937",39553.602,55.400,838058.707,822781.378
"1108220941",36044.433,64.300,837690.115,822758.736
"1108220967",4112.167,70.200,838322.343,822767.064
"1108221000",4508.792,61.000,838269.690,822748.613
"1108221057",4299.422,70.600,838319.552,822723.012
"1108221001",4725.967,60.100,838314.369,822748.535
"1108221096",1690.264,59.300,838497.440,822706.990
"1108221423",235.424,5.700,837825.034,822568.876
"1810072025",215.308,4.600,839004.318,822942.072
"1810072026",77.413,4.600,838997.380,822933.619
"1810072027",163.024,4.600,838989.088,822929.992
"1810076679",173.956,5.400,839190.525,823262.705
"1108221387",24083.299,78.600,837689.131,822564.892
"1108221404",187.654,5.900,837875.158,822574.964
"1108221431",18555.720,62.500,837764.871,822544.862
"1108221641",2179.528,11.100,838052.438,822473.565
"1108221733",26384.051,20.900,838143.365,822419.654
"1108222036",5020.974,6.500,837811.322,822300.165
"1108222921",539.469,5.300,838050.261,822106.885
"1108223164",602.233,5.800,838080.292,822047.747
"1108225111",2042.706,3.400,837874.579,821596.966
"1810178093",2242.448,15.100,837926.360,822633.235
"1108221472",873.095,3.800,837911.187,822540.674
"1108221448",9797.984,105.200,839866.508,822556.730
"1810164122",8350.759,46.100,837567.997,821841.776
"1108219848",69.358,5.200,840468.819,824309.068
"1108219849",289.840,3.900,840477.189,824299.199
"1810184313",9376.477,93.000,838505.582,822878.171
"1108220509",5713.165,13.700,838648.676,823018.285
"1108220660",90.961,4.500,838498.301,822912.223
"1108220855",7037.015,65.800,838493.452,822807.808
"1810183136",2712.139,13.300,838849.175,822214.991
"1810183142",2888.986,10.000,838727.887,822319.873
"1810185355",405.622,6.000,838128.655,822691.978
"1810185361",172.834,6.000,838202.380,822710.200
"1108220503",4163.653,50.600,838765.956,823038.951
"1108220530",716.708,19.100,838771.937,823020.375
"1108220528",481.493,20.200,838756.852,823016.574
"1108221441",16267.378,13.700,838680.130,822512.652
"1108220687",2003.904,16.100,838384.488,822880.223
"1108225623",1848.852,10.500,838199.033,821493.468
"1108225897",15351.224,25.200,838098.928,821425.161
"1810184932",332.418,12.300,838210.408,821520.265
"1810184933",134.029,3.700,838212.520,821499.644
"1810178021",2691.911,10.000,837417.084,822834.686
"1108224592",3936.059,17.700,839643.666,821722.329
"1108224681",5549.402,15.700,839586.979,821718.732
"1108224787",94.886,3.800,839609.907,821699.611
"1108224595",4455.464,23.300,840349.002,821742.476
"1108223312",130.947,3.600,839218.407,822020.898
"1108223126",21659.756,18.800,837355.299,822041.567
"1108224005",128.527,3.300,839310.722,821850.598
"1810183141",114.270,5.000,838848.355,822253.853
"1108220012",450.735,8.200,838737.528,823522.976
"1810195547",177.597,3.500,838681.987,822334.528
"1810200298",29965.551,98.400,839638.839,822631.440
"1108220339",13012.703,15.000,838758.656,823165.745
"1108220073",6376.975,24.100,838339.202,823404.215
"1108220046",10363.390,25.000,838291.966,823448.021
"1108220439",2692.458,65.000,838937.713,823092.820
"1108220416",1337.044,32.700,838938.034,823107.136
"1108223674",8903.665,30.700,838426.955,821909.693
"1108220646",1981.380,28.000,838476.365,822918.654
"1108220080",7531.103,32.200,838289.953,823391.353
"1108220412",11052.359,82.100,838897.920,823101.337
"1108221422",140.360,5.500,838215.924,822565.137
"1108225558",263.025,8.200,837358.342,821525.582
"1108220502",6919.242,62.900,838835.872,823039.346
"1108220485",2890.861,52.500,838914.047,823053.605
"1108220514",4460.915,19.300,838277.656,823024.511
"1108220617",20036.231,125.900,838554.378,822943.230
"1108220841",3727.406,69.700,838286.138,822823.961
"1108220912",39149.605,97.700,838601.148,822781.478
"1108220993",1956.143,68.200,838489.405,822750.309
"1108223926",703.309,7.600,840365.082,821859.769
"1108222292",1138.562,12.500,838360.746,822266.730
"1108222722",6519.687,18.400,837515.028,822147.637
"1108223100",4289.733,27.900,838569.646,822067.186
"1810208856",51273.566,92.500,837869.898,821445.518
"1108225982",3870.102,19.400,837879.729,821409.985
"1109609226",4994.038,18.200,840198.996,821604.262
"1810103103",27086.153,91.700,838618.822,822026.175
