k,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
1-SAEKPPSVPS,835546,815319,22.27673028,114.1698688
1-SAEKWPAXPE,836875,815457,22.27797655,114.1827641
1-SAEPGPSOPA,836279,815480,22.27818436,114.1769811
1-SAEPPPYJPS,835959,815013,22.27396702,114.1738762
1-SAESGPDXPS,835864,815232,22.27594472,114.1729543
1-SAESWPGAPS,835498,815201,22.27566464,114.1694031
1-SAEWBPASPS,835500,815356,22.27706439,114.1694224
1-SAEWBPKVPE,836583,815364,22.27713678,114.1799308
1-SAEWWPDXPE,836390,815405,22.27750706,114.1780581
1-SAEYPPERPA,836366,815520,22.27854558,114.1778253
1-SAEYPPYSPS,835949,815222,22.27585443,114.1737791
1-SAEYWPKJPS,835706,815361,22.27710962,114.1714212
1-SAEYWPPSPE,836679,815371,22.27719997,114.1808623
1-SAGAWPWXPE,836745,815374,22.27722705,114.1815027
1-SAGAWPYAPE,836458,815452,22.27793149,114.1787179
1-SAGBWPGAPS,835519,815184,22.27551113,114.1696068
1-SAGDBPWAPS,836028,815272,22.27630597,114.1745456
1-SAGDGPWSPE,836747,815397,22.27743475,114.1815221
1-SAGDPPGAPS,835917,815041,22.27421987,114.1734686
1-SAGEGPPAPE,836749,815558,22.27888868,114.1815416
1-SAGEPPYJPA,836591,815604,22.27930413,114.1800085
1-SAGGBPSAPS,835964,815446,22.27787729,114.1739246
1-SAGGPPPXPS,835763,815225,22.27588147,114.1719744
1-SAGKBPDYPA,836320,815520,22.27854559,114.1773789
1-SAGKGPKSPE,836599,815344,22.27695616,114.1800861
1-SAGKPPYXPE,836459,815416,22.27760639,114.1787276
1-SAGPGPSXPS,835993,815447,22.27788633,114.174206
1-SAGPGPWHPS,835929,814979,22.27365998,114.1735851
1-SAGPWPBSPS,835675,815148,22.27518609,114.1711205
1-SAGSGPBXPA,836274,815543,22.27875329,114.1769326
1-SAGSGPDAPS,835865,815228,22.27590859,114.1729641
1-SAGWWPAXPE,836871,815435,22.27777787,114.1827253
1-SAGYBPAXPS,835482,815377,22.27725403,114.1692477
1-SAGYWPPSPE,836678,815359,22.2770916,114.1808526
1-SAKABPDSPA,836313,815518,22.27852752,114.177311
1-SAKAPPSXPS,835541,815314,22.27668512,114.1698203
1-SAKDBPBSPS,835857,815540,22.27872615,114.1728863
1-SAKDGPKEPA,836562,815688,22.28006271,114.1797271
1-SAKDPPPSPS,835768,815237,22.27598984,114.1720229
1-SAKEGPYXPS,835706,815208,22.27572794,114.1714213
1-SAKEPPPJPS,835744,815185,22.27552024,114.17179
1-SAKGBPAXPS,835468,815358,22.27708244,114.1691119
1-SAKGPPSJPS,835578,815301,22.27656774,114.1701793
1-SAKGPPSVPA,836569,815711,22.28027041,114.179795
1-SAKKGPEAPS,835671,815326,22.27679354,114.1710816
1-SAKKGPWAPE,836760,815403,22.27748893,114.1816483
1-SAKSBPKAPE,836572,815388,22.27735351,114.1798241
1-SAKSGPWXPS,835407,815333,22.27685664,114.16852
1-SAKSWPYAPS,835904,815246,22.27607115,114.1733425
1-SAKSWPYEPE,836390,815451,22.27792247,114.1780581
1-SAKWBPGRPE,835932,815347,22.27698325,114.1736141
1-SAPABPWAPS,835994,815224,22.2758725,114.1742157
1-SAPAWPYXPS,835912,815217,22.27580927,114.1734201
1-SAPBBPSHPS,835939,815447,22.27788632,114.173682
1-SAPBGPKSPS,835663,815453,22.27794043,114.171004
1-SAPEBPYXPS,835953,815269,22.27627887,114.1738179
1-SAPEGPDSPS,835865,815223,22.27586344,114.1729641
1-SAPEWPAAPE,836882,815487,22.27824746,114.1828321
1-SAPGBPDXPE,836151,815310,22.27664915,114.1757391
1-SAPGPPBXPS,835597,815242,22.27603494,114.1703637
1-SAPPGPGXPA,836633,815667,22.27987305,114.180416
1-SAPPPPASPS,836004,815296,22.2765227,114.1743128
1-SAPPPPYXPS,835960,815026,22.27408442,114.1738859
1-SAPPWAPEPS,835594,815332,22.2768477,114.1703345
1-SAPPWAPJPS,835469,815265,22.27624259,114.1691217
1-SAPPWAPXPA,836533,815695,22.28012593,114.1794457
1-SAPPWAPXPE,836111,815308,22.27663108,114.175351
1-SAPPWBPEPS,835949,815046,22.27426503,114.1737791
1-SAPPWBPXPS,836040,814984,22.27370515,114.1746621
1-SAPPWDPEPS,836002,815090,22.27466239,114.1742934
1-SAPPWEPXPA,836897,815783,22.28092053,114.1829777
1-SAPPWEPXPE,836537,815433,22.2777599,114.1794845
1-SAPPWKPEPS,835360,815262,22.27621544,114.168064
1-SAPPWKPJPS,835469,815265,22.27624259,114.1691217
1-SAPPWKPXPE,836255,815287,22.27644145,114.1767482
1-SAPPWKPXPS,835408,815218,22.27581812,114.1685298
1-SAPPWPBXPS,835666,815152,22.27522221,114.1710332
1-SAPPWSPXPE,836174,815296,22.27652272,114.1759623
1-SAPPWSPXPS,835875,815274,22.276324,114.1730611
1-SAPPWWPXPS,835671,815265,22.27624267,114.1710817
1-SAPSPPYXPS,835954,814995,22.27380447,114.1738277
1-SAPSWPEXPE,836159,815352,22.27702844,114.1758167
1-SAPWPPDJPA,836165,815491,22.27828369,114.1758749
1-SAPYPPESPE,836517,815489,22.27826562,114.1792904
1-SASABPEXPA,836600,815587,22.27915061,114.1800958
1-SASAGPEJPS,835663,815338,22.27690191,114.171004
1-SASAPPARPS,836035,815300,22.27655883,114.1746135
1-SASAWPBJPS,835708,815136,22.27507773,114.1714407
1-SASBPPSRPS,835552,815330,22.27682962,114.169927
1-SASBWPYSPE,836515,815479,22.27817531,114.179271
1-SASDGPBRPS,835410,815342,22.27693792,114.1685491
1-SASDGPWJPS,835366,815277,22.27635091,114.1681222
1-SASEBPEJPS,836164,815558,22.27888875,114.1758652
1-SASEGPYAPE,836241,815352,22.27702844,114.1766124
1-SASEPPPRPE,836646,815541,22.27873519,114.1805421
1-SASEPPYXPE,836433,815413,22.2775793,114.1784754
1-SASEWPAEPS,835516,815344,22.27695603,114.1695777
1-SASEWPYXPE,836429,815451,22.27792246,114.1784365
1-SASGBPPRPA,836399,815657,22.27978278,114.1781455
1-SASGGPGJPE,835962,815347,22.27698326,114.1739052
1-SASKBPYXPA,836808,815692,22.28009877,114.1821141
1-SASPGPSEPE,836175,815420,22.27764252,114.175972
1-SASSPPBJPE,835924,815343,22.27694713,114.1735365
1-SASSWPDOPE,836312,815340,22.27692007,114.1773013
1-SASWGPBXPS,835421,815321,22.27674828,114.1686559
1-SASYBPARPS,835479,815374,22.27722693,114.1692186
1-SASYBPDJPS,835862,815261,22.2762066,114.1729349
1-SASYGPGAPS,835877,815090,22.27466237,114.1730805
1-SAWBBPDAPA,836330,815518,22.27852752,114.1774759
1-SAWBPPSRPS,835567,815295,22.27651355,114.1700725
1-SAWEPPSRPS,835538,815311,22.27665803,114.1697911
1-SAWGGPEOPA,836671,815614,22.27939442,114.1807847
1-SAWGGPPRPE,836747,815544,22.27876225,114.1815222
1-SAWGWPGXPS,835527,815190,22.27556532,114.1696845
1-SAWKBPYSPS,835677,815216,22.27580017,114.1711399
1-SAWKPPYRPA,836598,815610,22.27935831,114.1800764
1-SAWKPPYSPS,835941,815253,22.27613437,114.1737015
1-SAWKWPYRPE,836494,815468,22.27807598,114.1790673
1-SAWSGPSJPS,836008,815449,22.27790439,114.1743515
1-SAWWPPASPS,835985,814965,22.27353356,114.1741285
1-SAWYGPGEPA,836656,815675,22.27994529,114.1806392
1-SAWYPPWAPS,835686,815365,22.27714574,114.1712272
1-SAYBBPBXPS,835858,815522,22.2785636,114.1728961
1-SAYDBPYXPS,835693,815246,22.2760711,114.1712951
1-SAYDGPDXPS,835825,815123,22.27496037,114.172576
1-SAYDPPDYPA,836159,815489,22.27826563,114.1758167
1-SAYDPPYRPS,835951,815231,22.2759357,114.1737985
1-SAYEGPYAPS,835714,815232,22.27594467,114.1714989
1-SAYEWPPSPE,836680,815390,22.27737155,114.180872
1-SAYGBPAAPS,835471,815362,22.27711856,114.169141
1-SAYGPPAJPE,836239,815402,22.27747997,114.176593
1-SAYKGPPXPE,836747,815548,22.27879838,114.1815222
1-SAYKPPDSPS,835531,815231,22.27593558,114.1697233
1-SAYKWPEAPA,836803,815671,22.27990913,114.1820656
1-SAYSBPBSPE,836813,815551,22.27882545,114.1821626
1-SAYSBPKSPS,836192,815532,22.27865395,114.1761369
1-SAYSBPSXPS,835911,815438,22.27780504,114.1734103
1-SAYSWPPXPE,836680,815397,22.27743477,114.180872
1-SBAAGPEAPA,838595,817000,22.29190934,114.1994557
1-SBAAGPWRPS,837863,816280,22.28540813,114.1923516
1-SBAAWPARPA,838791,817030,22.29217999,114.2013578
1-SBABPPPOPA,838353,816670,22.28892955,114.1971069
1-SBAEGPDJPE,838213,816425,22.28671721,114.1957481
1-SBAEPPEEPA,838438,817011,22.29200889,114.1979322
1-SBAGBPESPA,838548,816988,22.29180104,114.1989996
1-SBAGBPWAPS,837842,816281,22.28541718,114.1921478
1-SBAGGPSJPS,837815,816112,22.28389102,114.1918857
1-SBAGPPDJPS,837836,816106,22.28383682,114.1920895
1-SBAPBPKRPS,837925,816564,22.28797277,114.1929535
1-SBASPPAJPS,837722,816327,22.28583269,114.1909835
1-SBAWWPPRPS,837771,816248,22.28511923,114.1914589
1-SBAWWPYRPA,838549,816980,22.29172879,114.1990093
1-SBBAPPSRPA,838496,816807,22.29016657,114.1984947
1-SBBAWPSXPD,840866,816075,22.28355145,114.221491
1-SBBBGPBRPA,838745,816949,22.29144857,114.2009113
1-SBBBGPGXPS,837866,816343,22.28597705,114.1923808
1-SBBDPPGHPA,838439,816830,22.29037434,114.1979417
1-SBBEGPEVPA,838581,817003,22.29193646,114.1993199
1-SBBEWPSXPD,840833,816123,22.283985,114.2211709
1-SBBKGPGEPA,838636,816996,22.29187317,114.1998536
1-SBBKWPDSPS,837868,815899,22.28196745,114.1923998
1-SBBSPPPAPA,838234,816751,22.28966117,114.1959522
1-SBBWPPDRPS,837835,816120,22.28396325,114.1920798
1-SBBWPPKJPS,837892,816223,22.28489335,114.192633
1-SBBWWPBSPE,837987,816066,22.28347545,114.1935546
1-SBBYGPPHPA,838433,816908,22.29107874,114.1978835
1-SBBYWPYOPA,838550,816976,22.29169267,114.199019
1-SBDAGPWEPA,838317,817001,22.29191873,114.196758
1-SBDBBPKRPS,837969,816606,22.28835201,114.1933806
1-SBDBGPDJPS,837941,816052,22.28334907,114.1931083
1-SBDBGPYSPA,838650,817011,22.29200861,114.1999895
1-SBDDGPPRPA,838423,816906,22.29106069,114.1977865
1-SBDEPPSOPA,838464,816801,22.29011242,114.1981842
1-SBDEWPAXPA,838802,816994,22.29185487,114.2014645
1-SBDKGPYEPA,838681,816861,22.29065397,114.2002901
1-SBDPPPAXPA,838874,817063,22.29247787,114.2021633
1-SBDPPPDXPA,838868,817043,22.29229727,114.202105
1-SBDPWPBRPS,837831,816159,22.28431545,114.192041
1-SBDSBPPRPE,838152,816320,22.28576906,114.195156
1-SBDSGPWHPA,838305,817011,22.29200905,114.1966416
1-SBDWGPPJPE,838538,816419,22.28666263,114.1989018
1-SBDWWPDAPS,837827,816223,22.28489341,114.1920022
1-SBDWWPPEPA,838437,816801,22.29011246,114.1979222
1-SBDYWPSJPS,837804,816283,22.28543527,114.1917791
1-SBEAWPPJPA,838393,816794,22.2900493,114.1974952
1-SBEBGPGSPA,838631,816993,22.29184608,114.1998051
1-SBEBWPBEPA,838343,816810,22.29019385,114.19701
1-SBEDGPSXPA,838180,816929,22.29126868,114.1954284
1-SBEDWPBAPS,837860,816166,22.28437864,114.1923224
1-SBEDWPPXPS,837773,816240,22.28504698,114.1914783
1-SBEEBPSSPS,837817,816046,22.283295,114.191905
1-SBEEGPGXPA,838649,816997,22.29188218,114.1999797
1-SBEGBPKEPK,839592,816785,22.28996612,114.2091302
1-SBEGGPDRPS,837941,816070,22.28351162,114.1931083
1-SBEGPPBRPA,838325,816691,22.28911923,114.1968352
1-SBEGWPDRPS,837911,815941,22.2823467,114.1928171
1-SBEKGPDJPA,838559,816768,22.28981429,114.199106
1-SBEKPPBSPA,838265,816673,22.28895674,114.196253
1-SBEPGPERPA,838569,817001,22.29191841,114.1992034
1-SBESPPYOPS,837838,816223,22.2848934,114.192109
1-SBEWGPDHPA,838567,816718,22.28936275,114.1991836
1-SBEWWPDXPK,839340,816956,22.29151083,114.2066852
1-SBEYWPPSPS,837773,816244,22.28508311,114.1914783
1-SBGAGPBAPA,838731,816948,22.29143956,114.2007754
1-SBGAPPSVPA,838496,816816,22.29024784,114.1984948
1-SBGBPPAAPS,837757,816307,22.28565205,114.1913231
1-SBGBPPYSPS,837858,816229,22.28494757,114.1923031
1-SBGDGPDOPA,838563,816733,22.28949821,114.1991448
1-SBGDGPKAPS,838003,816654,22.28878545,114.1937105
1-SBGDPPGXPB,839790,816403,22.28651603,114.2110508
1-SBGEGPDSPS,837853,815942,22.28235578,114.1922543
1-SBGEGPPHPE,838320,816298,22.28557019,114.1967862
1-SBGKGPDEPA,838558,816761,22.28975107,114.1990963
1-SBGKPPPJPA,838326,816666,22.28889346,114.1968449
1-SBGPGPGRPA,838656,816998,22.2918912,114.2000477
1-SBGPGPPXPB,839739,816653,22.28877379,114.2105564
1-SBGSBPYJPA,838644,816714,22.28932652,114.1999308
1-SBGYBPPYPA,838367,816892,22.29093433,114.1972431
1-SBGYBPSJPA,838207,816892,22.29093452,114.1956904
1-SBKBPPBAPS,838108,816788,22.28999544,114.1947296
1-SBKBPPDAPS,837839,816093,22.28371942,114.1921186
1-SBKDBPWOPA,838238,816973,22.29166596,114.1959913
1-SBKDPPDXPS,837835,816111,22.28388198,114.1920798
1-SBKEPPSJPS,837773,816282,22.28542627,114.1914783
1-SBKKGPKXPS,837993,816635,22.28861388,114.1936135
1-SBKKPPWYPA,838803,816886,22.29087956,114.201474
1-SBKPPPSAPS,837768,816277,22.28538112,114.1914298
1-SBKSPPPXPA,838248,816716,22.28934508,114.1960881
1-SBKWGPAVPA,839070,816873,22.29076175,114.2040649
1-SBKYGPDRPA,838565,816727,22.28944402,114.1991642
1-SBKYGPSSPS,837814,816117,22.28393618,114.191876
1-SBKYPPDSPS,837835,816115,22.2839181,114.1920798
1-SBKYWPYOPA,838553,816954,22.29149399,114.1990481
1-SBPABPPAPG,840137,816118,22.28394156,114.2144173
1-SBPAWPSXPD,840855,816103,22.28380433,114.2213843
1-SBPBGPKXPD,840776,816140,22.28413867,114.2206179
1-SBPBGPWHPA,838344,817008,22.29198191,114.19702
1-SBPEGPGAPS,837882,816341,22.28595898,114.1925361
1-SBPGWPDXPA,838282,816892,22.29093443,114.1964182
1-SBPKGPSEPA,838228,816878,22.29080807,114.1958942
1-SBPKPPBXPB,839799,816360,22.28612769,114.211138
1-SBPKPPWXPS,837824,816605,22.28834312,114.1919735
1-SBPKPPYRPS,837848,816223,22.28489339,114.192206
1-SBPKWPSXPD,840881,816053,22.28335273,114.2216365
1-SBPKWPWVPA,838240,816886,22.2908803,114.1960106
1-SBPPBPYSPA,838660,816718,22.28936262,114.2000861
1-SBPPPPGAPS,837874,816165,22.28436959,114.1924582
1-SBPPWAPEPA,838556,816676,22.28898347,114.1990768
1-SBPPWAPXPA,838182,816948,22.29144026,114.1954479
1-SBPPWAPXPE,837989,816012,22.2829878,114.193574
1-SBPPWAPXPG,840629,816163,22.28434676,114.2191915
1-SBPPWBPEPA,838611,817014,22.29203575,114.199611
1-SBPPWBPXPE,837926,816109,22.28386383,114.1929628
1-SBPPWDPXPA,838417,816760,22.28974223,114.1977281
1-SBPPWEPEPA,838823,817050,22.29236055,114.2016683
1-SBPPWEPXPA,838411,817014,22.29203601,114.1976702
1-SBPPWEPXPK,839572,816769,22.28982167,114.2089361
1-SBPPWGPXPA,838601,816969,22.29162939,114.1995139
1-SBPPWGPXPD,840077,816294,22.28553108,114.2138355
1-SBPPWGPXPS,837841,816060,22.28342141,114.1921379
1-SBPPWKPEPA,838539,816736,22.28952533,114.1989119
1-SBPPWKPXPA,838535,816762,22.28976014,114.1988731
1-SBPPWKPXPE,837944,816178,22.28448693,114.1931375
1-SBPPWPPEPA,839226,816978,22.2917097,114.2055789
1-SBPPWPPEPS,837731,816340,22.28595008,114.1910708
1-SBPPWPPOPA,838351,816777,22.28989583,114.1970876
1-SBPPWSPEPA,838470,816891,22.29092517,114.1982426
1-SBPPWSPEPS,837749,816358,22.28611262,114.1912455
1-SBPPWSPXPA,838344,816948,22.29144007,114.1970199
1-SBPPWSPXPB,839667,816729,22.28946026,114.2098579
1-SBPPWSPXPK,839613,816719,22.28937006,114.2093339
1-SBPPWSPXPS,837838,816340,22.28594999,114.1921091
1-SBPPWWPEPA,838261,816925,22.29123247,114.1962145
1-SBPPWWPXPA,838491,816923,22.29121412,114.1984464
1-SBPPWYPEPS,837837,816370,22.28622091,114.1920994
1-SBPPWYPXPA,838266,816978,22.29171108,114.1962631
1-SBPSBPDSPA,838837,816996,22.29187288,114.2018041
1-SBPSWPPXPS,837781,816219,22.28485733,114.1915559
1-SBPWBPAJPB,839712,816740,22.28955951,114.2102946
1-SBPWGPBHPA,838773,816972,22.29165624,114.201183
1-SBPWGPGRPS,837848,816342,22.28596804,114.1922061
1-SBPWPPSSPS,837768,816307,22.28565204,114.1914298
1-SBPWPPWVPA,838726,816833,22.29040105,114.2007267
1-SBPYBPPAPG,840157,816061,22.28342676,114.2146112
1-SBPYPPKJPS,837891,816201,22.28469468,114.1926232
1-SBPYPPPXPA,838398,816682,22.28903786,114.1975436
1-SBSABPBRPS,837968,816419,22.28666328,114.1933707
1-SBSAPPWEPA,838738,816872,22.29075323,114.2008432
1-SBSAPPYEPA,838278,816922,22.29120536,114.1963794
1-SBSAWPSAPK,839147,816960,22.29154728,114.2048123
1-SBSBBPAXPB,839702,816767,22.28980336,114.2101976
1-SBSBBPBVPA,838693,816941,22.2913764,114.2004066
1-SBSBGPDJPE,838246,816464,22.28706937,114.1960683
1-SBSDGPBXPA,838764,816956,22.29151176,114.2010956
1-SBSDPPKRPS,837889,816184,22.28454116,114.1926038
1-SBSGGPDYPA,838561,816748,22.28963367,114.1991254
1-SBSGPPKXPS,837885,816166,22.28437861,114.192565
1-SBSGWPAYPA,838659,816862,22.29066303,114.2000766
1-SBSGWPPJPS,837773,816235,22.28500183,114.1914783
1-SBSKGPSRPS,837812,816100,22.28378266,114.1918566
1-SBSKPPKJPS,837871,816132,22.28407159,114.1924291
1-SBSPWPDRPE,838295,816522,22.28759308,114.1965439
1-SBSPWPSOPA,838362,816994,22.29185546,114.1971947
1-SBSSWPPOPA,838372,816782,22.28994096,114.1972914
1-SBSWWPPAPA,838421,816809,22.29018472,114.197767
1-SBSWWPYXPS,837849,816630,22.28856886,114.1922161
1-SBWBGPBJPS,838103,816691,22.28911948,114.194681
1-SBWDBPWRPS,837854,816283,22.28543523,114.1922643
1-SBWDPPEXPS,837827,816472,22.28714204,114.1920025
1-SBWEWPBXPA,838329,816800,22.29010356,114.1968742
1-SBWGGPDJPA,838562,816740,22.28956143,114.1991351
1-SBWGGPDJPE,838265,816494,22.28734026,114.1962527
1-SBWGPPGRPS,837838,816128,22.28403549,114.1921089
1-SBWPPPPVPA,838200,816735,22.28951672,114.1956223
1-SBWSWPYOPA,838507,816924,22.29122313,114.1986017
1-SBWWBPDOPA,838551,816803,22.29013037,114.1990285
1-SBWYPPYJPS,837869,816236,22.28501077,114.1924098
1-SBYAGPKRPS,837982,816626,22.28853261,114.1935067
1-SBYBPPEXPB,839790,816590,22.28820476,114.2110512
1-SBYDBPDVPA,838550,816813,22.29022068,114.1990188
1-SBYDWPSXPA,838426,817007,22.29197278,114.1978157
1-SBYEBPBRPA,838508,816903,22.29103349,114.1986113
1-SBYEWPSSPA,838385,816997,22.29188252,114.1974179
1-SBYGGPGJPA,838626,816995,22.29186415,114.1997565
1-SBYKBPBXPA,838638,816936,22.29133133,114.1998729
1-SBYPPPESPS,837803,816303,22.28561589,114.1917694
1-SBYSGPEXPA,838574,817008,22.29198162,114.1992519
1-SBYWPPGAPA,838455,816830,22.29037432,114.1980969
1-SBYWPPWEPA,838746,816836,22.29042811,114.2009208
1-SBYYBPBSPA,838712,816945,22.2914125,114.200591
1-SDAAWPPHPA,834341,812097,22.24763258,114.1581805
1-SDABPPDHPA,833405,812261,22.24911231,114.1491
1-SDABWPYRPK,834145,811738,22.24439034,114.1562796
1-SDADBPDYPA,833369,812245,22.24896776,114.1487508
1-SDADWPEOPS,831204,815104,22.27478142,114.1277389
1-SDAEWPGJPA,833355,812295,22.24941927,114.1486149
1-SDAGBPYEPA,834070,812330,22.2497364,114.1555512
1-SDAGWPYEPK,834047,811700,22.24404705,114.1553289
1-SDAPGPYSPA,833987,812347,22.24988982,114.154746
1-SDASWPKAPS,831530,815321,22.27674199,114.1309014
1-SDAYGPSHPS,831118,814629,22.27049161,114.126906
1-SDAYGPSXPA,834105,812240,22.24892369,114.1558908
1-SDBABPDOPA,833355,812257,22.24907611,114.148615
1-SDBABPPYPA,834061,812262,22.24912231,114.155464
1-SDBBPPKJPS,831840,813885,22.26377481,114.1339133
1-SDBDBPSOPA,834112,812178,22.24836379,114.1559588
1-SDBGWPYEPK,834009,811689,22.24394766,114.1549603
1-SDBGWPYRPK,833996,811685,22.24391152,114.1548342
1-SDBKBPSHPA,834107,812165,22.24824639,114.1559103
1-SDBKPPGEPA,834132,812207,22.24862571,114.1561528
1-SDBKWPYEPK,833864,811625,22.2433695,114.1535538
1-SDBKWPYRPK,833851,811648,22.24357719,114.1534277
1-SDBPWPPEPS,831025,814523,22.26953408,114.126004
1-SDBWGPYXPK,834239,811741,22.24441754,114.1571914
1-SDBYBPYSPK,834134,811741,22.24441742,114.1561728
1-SDBYBPYXPK,834121,811756,22.24455286,114.1560467
1-SDBYGPYXPK,834253,811748,22.24448077,114.1573272
1-SDDDBPWAPK,834262,811730,22.24431823,114.1574146
1-SDDDBPYXPK,834181,811791,22.24486901,114.1566287
1-SDDDGPERPS,831265,815068,22.27445649,114.1283309
1-SDDEBPKVPS,831640,815469,22.27807883,114.1319683
1-SDDEGPSSPA,834105,812213,22.24867986,114.1558909
1-SDDEWPSSPA,833975,812333,22.24976337,114.1546296
1-SDDGBPPYPA,834001,812285,22.24932993,114.1548819
1-SDDGWPYRPK,833982,811677,22.24383926,114.1546984
1-SDDKWPYRPK,834221,811767,22.24465232,114.1570168
1-SDDPPPDAPA,833394,812270,22.24919357,114.1489933
1-SDDSWPSYPA,833981,812335,22.24978144,114.1546878
1-SDDWGPKOPS,831644,815445,22.2778621,114.1320072
1-SDDYBPYXPK,834142,811694,22.24399298,114.1562505
1-SDEBWPYRPK,834153,811741,22.24441744,114.1563572
1-SDEGGPDRPA,833397,812220,22.24874204,114.1490225
1-SDEGWPPYPS,831008,814541,22.26969658,114.125839
1-SDEGWPYEPK,834055,811712,22.24415543,114.1554065
1-SDEKWPBAPA,834135,812140,22.24802066,114.156182
1-SDEPWPPVPA,834350,812100,22.24765968,114.1582678
1-SDEPWPYOPK,833985,811647,22.24356834,114.1547276
1-SDEYPPAOPA,833376,812303,22.24949155,114.1488186
1-SDEYWPSRES,831121,814530,22.26959759,114.1269354
1-SDEYWPSRSS,831137,814538,22.26966988,114.1270906
1-SDGAWPYOPK,833931,811617,22.24329735,114.1542038
1-SDGBWPYRPK,834102,811727,22.24429095,114.1558624
1-SDGSBPWRPA,834067,812144,22.24805669,114.1555223
1-SDGSWPYYPK,833975,811645,22.24355027,114.1546306
1-SDGYBPYXPK,834127,811734,22.24435419,114.1561049
1-SDGYPPPJES,831277,814555,22.26982381,114.1284489
1-SDGYPPPJSS,831276,814568,22.26994121,114.1284392
1-SDKAPPSEPA,834295,812075,22.24743385,114.1577343
1-SDKBGPSSPA,834108,812230,22.24883338,114.15592
1-SDKBGPWHPA,834023,812140,22.24802051,114.1550955
1-SDKGWPYEPK,834019,811694,22.24399283,114.1550573
1-SDKKGPYYPA,834029,812169,22.24828241,114.1551537
1-SDKKWPYEPK,833909,811612,22.24325217,114.1539903
1-SDKPGPDEPA,833378,812239,22.24891359,114.1488381
1-SDKWBPYXPK,833777,811639,22.24349581,114.1527098
1-SDKYBPYYPK,834119,811760,22.24458898,114.1560273
1-SDKYGPSOPS,831153,814604,22.27026595,114.1272457
1-SDKYGPSRPS,831129,814614,22.27035618,114.1270128
1-SDKYGPWOPA,834014,812139,22.24801147,114.1550082
1-SDPAWPYEPK,833961,811628,22.24339673,114.1544948
1-SDPBBPPSPA,834060,812268,22.24917649,114.1554543
1-SDPBWPYEPK,834193,811759,22.24458004,114.1567452
1-SDPDWPYEPK,833944,811661,22.24369472,114.1543298
1-SDPDWPYRPK,833914,811650,22.24359534,114.1540388
1-SDPGGPYXPK,833759,811637,22.24347772,114.1525352
1-SDPPWAPXPS,831623,814365,22.26810895,114.1318066
1-SDPPWDPXPA,833716,812202,22.24857999,114.1521172
1-SDPPWDPYPS,831645,814307,22.26758523,114.1320202
1-SDPPWEPJPK,834084,811721,22.24423674,114.1556878
1-SDPPWEPXPA,833676,812195,22.24851672,114.1517291
1-SDPPWSPXPA,833428,812359,22.24999736,114.149323
1-SDPPWSPXPE,832426,812593,22.2521086,114.1396019
1-SDPPWSPXPK,834148,811682,22.24388462,114.1563087
1-SDPPWYPXPA,833451,812290,22.24937428,114.1495462
1-SDPWGPYAPA,834028,812185,22.2484269,114.1551439
1-SDPWPPSXPS,831016,814596,22.27019329,114.1259164
1-SDPWWPWXPE,832356,812645,22.25257804,114.1389226
1-SDPYBPYXPA,834046,812335,22.24978152,114.1553184
1-SDSABPWOPA,834063,812140,22.24802057,114.1554835
1-SDSBBPSRPS,831192,814589,22.2701306,114.1276241
1-SDSBWPBVPA,834132,812150,22.24811096,114.1561529
1-SDSBWPYRPK,834179,811748,22.24448068,114.1566094
1-SDSDWPYEPK,833900,811644,22.24354114,114.153903
1-SDSGWPYRPK,834064,811711,22.24414641,114.1554938
1-SDSPGPYSPA,833999,812349,22.24990789,114.1548624
1-SDSWBPSJPA,834106,812195,22.24851731,114.1559006
1-SDWDGPEJPS,831234,815062,22.27440222,114.1280301
1-SDWEGPYJPA,834029,812164,22.24823726,114.1551537
1-SDWGWPBXPA,834134,812165,22.24824642,114.1561723
1-SDWGWPYEPK,833955,811668,22.24375795,114.1544365
1-SDWWPPSRPA,834234,812050,22.24720801,114.1571425
1-SDWWWPGVPA,833370,812286,22.24933802,114.1487605
1-SDWYBPYXPK,834114,811685,22.24391167,114.1559789
1-SDYDPPYAPA,833421,812278,22.24926586,114.1492552
1-SDYDWPKXPS,831571,815321,22.27674211,114.1312993
1-SDYGGPSXPS,831111,814641,22.27059996,114.126838
1-SDYGPPDRPA,833409,812258,22.24908523,114.1491388
1-SDYGWPYEPK,833966,811674,22.24381214,114.1545432
1-SDYKPPAYPA,833384,812296,22.24942835,114.1488963
1-SDYKPPSRPA,834276,812063,22.24732546,114.15755
1-SDYKWPPRPA,834337,812095,22.24761451,114.1581417
1-SDYKWPYRPK,834202,811761,22.24459811,114.1568325
1-SDYSWPPXPA,834346,812098,22.24764161,114.158229
1-SDYYBPDSPA,833373,812242,22.24894068,114.1487896
1-SDYYBPEYPB,835009,811895,22.245809,114.1646609
1-SEADPPSXPE,833641,815927,22.28221906,114.1513835
1-SEADWPAJPE,833846,815942,22.28235482,114.1533727
1-SEAEBPPRPE,833914,815701,22.28017853,114.1540329
1-SEAGWPDSPE,833769,815904,22.28201155,114.1526256
1-SEAKWPKAPE,833876,815975,22.28265287,114.1536637
1-SEAPGPARPE,833910,816018,22.28304124,114.1539936
1-SEAWGPDRPE,833803,815898,22.28195741,114.1529555
1-SEBBBPSAPE,833947,815995,22.28283358,114.1543527
1-SEBEWPSXPE,833729,815881,22.28180378,114.1522375
